"ID universel"	"ID RNE"	"ID Assemblee"	"Nom elu"	"Prenom elu"	"Date naissance"	"Date deces"	"Code sexe"	"Nationalite elu"	"Commune de naissance"	"Departement de naissance"	"Pays de naissance"	"Code profession"	"Libelle profession"
"RNE_0000732"	"732"	"PA267182"	"COUSIN"	"JEAN YVES"	1949-02-23	NA	"M"	"FRANCAISE"	"PERIERS"	"MANCHE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000843"	"843"	"PA267188"	"CARRILLON COUVREUR"	"MARTINE"	1948-03-21	NA	"F"	"FRANCAISE"	"LYON 6EME"	"RHONE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0000817"	"817"	"PA267197"	"DECOCQ"	"CHRISTIAN"	1945-01-03	NA	"M"	"FRANCAISE"	"CALAIS"	"PAS DE CALAIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000819"	"819"	"PA267200"	"HUYGHE"	"SEBASTIEN"	1969-10-25	NA	"M"	"FRANCAISE"	"BETHUNE"	"PAS DE CALAIS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000603"	"603"	"PA267204"	"SERMIER"	"JEAN MARIE"	1961-03-05	NA	"M"	"FRANCAISE"	"NOZEROY"	"JURA"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_0000607"	"607"	"PA267209"	"PERRUCHOT"	"NICOLAS"	1966-07-09	NA	"M"	"FRANCAISE"	"PARIS 13EME"	"PARIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0870010"	"870010"	"PA267213"	"ARTIGUES"	"GILLES"	1965-01-04	NA	"M"	"FRANCAISE"	"SAINT ETIENNE"	"LOIRE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000943"	"943"	"PA267224"	"MACH"	"DANIEL"	1955-12-04	NA	"M"	"FRANCAISE"	"PERPIGNAN"	"PYRENEES ORIENTALES"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000960"	"960"	"PA267227"	"GROSSKOST"	"ARLETTE"	1953-07-19	NA	"F"	"FRANCAISE"	"WISSEMBOURG"	"BAS RHIN"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0167715"	"167715"	"PA267233"	"BOUILLON"	"CHRISTOPHE"	1969-03-04	NA	"M"	"FRANCAISE"	"ROUEN"	"SEINE MARITIME"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001061"	"1061"	"PA267241"	"DEMILLY"	"STEPHANE"	1963-06-26	NA	"M"	"FRANCAISE"	"ALBERT"	"SOMME"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0001093"	"1093"	"PA267246"	"HEINRICH"	"MICHEL"	1946-02-15	NA	"M"	"FRANCAISE"	"THANN"	"HAUT RHIN"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000792"	"792"	"PA267249"	"BERTRAND"	"JEAN MICHEL"	1943-06-06	2008-02-19	"M"	"FRANCAISE"	"BACCARAT"	"MEURTHE ET MOSELLE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000490"	"490"	"PA267253"	"SPAGNOU"	"DANIEL"	1940-09-22	NA	"M"	"FRANCAISE"	"BARCELONNETTE"	"ALPES DE HAUTE PROVENCE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0149595"	"149595"	"PA267257"	"FLORY"	"JEAN CLAUDE"	1966-03-07	NA	"M"	"FRANCAISE"	"VALENCE"	"DROME"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000770"	"770"	"PA267260"	"POLETTI"	"BERENGERE"	1959-10-14	NA	"F"	"FRANCAISE"	"BIENCOURT SUR ORGE"	"MEUSE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0000755"	"755"	"PA267266"	"CENSI"	"YVES"	1964-02-08	NA	"M"	"FRANCAISE"	"RODEZ"	"AVEYRON"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000729"	"729"	"PA267270"	"LETEURTRE"	"CLAUDE"	1940-12-30	NA	"M"	"FRANCAISE"	"DONVILLE LES BAINS"	"MANCHE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000671"	"671"	"PA267273"	"TANGUY"	"HELENE"	1949-06-26	NA	"F"	"FRANCAISE"	"VANNES"	"MORBIHAN"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000649"	"649"	"PA267278"	"MARTIN"	"PHILIPPE"	1953-11-22	NA	"M"	"FRANCAISE"	"LA GARENNE COLOMBES"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0047167"	"47167"	"PA267283"	"LEZEAU"	"MICHEL"	1942-12-20	NA	"M"	"FRANCAISE"	"ORLEANS"	"LOIRET"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1001783"	"1001783"	"PA267285"	"WAUQUIEZ"	"LAURENT"	1975-04-12	NA	"M"	"FRANCAISE"	"LYON"	"RHONE"	"FRANCE"	NA	NA
"RNE_0000886"	"886"	"PA267289"	"DOOR"	"JEAN PIERRE"	1942-04-01	NA	"M"	"FRANCAISE"	"SULLY SUR LOIRE"	"LOIRET"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000888"	"888"	"PA267292"	"ROUMEGOUX"	"MICHEL"	1948-01-10	NA	"M"	"FRANCAISE"	"FIGEAC"	"LOT"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000892"	"892"	"PA267297"	"DIEFENBACHER"	"MICHEL"	1947-07-15	NA	"M"	"FRANCAISE"	"SARREBOURG"	"MOSELLE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000878"	"878"	"PA267300"	"MERLY"	"ALAIN"	1954-06-15	NA	"M"	"FRANCAISE"	"AGEN"	"LOT ET GARONNE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000932"	"932"	"PA267306"	"CHASSAIGNE"	"ANDRE"	1950-07-02	NA	"M"	"FRANCAISE"	"CLERMONT FERRAND"	"PUY DE DOME"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0007520"	"7520"	"PA267309"	"DEBRAY"	"PATRICE"	1951-01-25	NA	"M"	"FRANCAISE"	"NEUERBURG"	NA	"ALLEMAGNE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000978"	"978"	"PA267311"	"BRIOT"	"MARYVONNE"	1959-02-04	NA	"F"	"FRANCAISE"	"BUSSANG"	"VOSGES"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_1438792"	"1438792"	"PA267314"	"PAVY MORANCAIS"	"BEATRICE"	1958-10-14	NA	"F"	"FRANCAISE"	"TOURS"	"INDRE ET LOIRE"	"FRANCE"	NA	"EMPLOYES ADMINISTRATIFS D ENTREPRISE"
"RNE_0000990"	"990"	"PA267317"	"LE MENER"	"DOMINIQUE"	1958-11-12	NA	"M"	"FRANCAISE"	"LE MANS"	"SARTHE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0486234"	"486234"	"PA267318"	"GRELIER"	"JEAN CARLES"	1966-03-15	NA	"M"	"FRANCAISE"	"LE MANS "	"SARTHE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001096"	"1096"	"PA267324"	"GAULTIER"	"JEAN JACQUES"	1963-07-13	NA	"M"	"FRANCAISE"	"EPINAL"	"VOSGES"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001100"	"1100"	"PA267327"	"MESLOT"	"DAMIEN"	1964-11-11	NA	"M"	"FRANCAISE"	"BELFORT"	"TERRITOIRE DE BELFORT"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0267328"	NA	"PA267328"	"PERRIN"	"CEDRIC"	1974-01-20	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	"CADRES D ENTREPRISE"
"RNE_0001101"	"1101"	"PA267330"	"ZUMKELLER"	"MICHEL"	1966-01-21	NA	"M"	"FRANCAISE"	"BELFORT"	"TERRITOIRE DE BELFORT"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000781"	"781"	"PA267336"	"GIRAUD"	"JOEL"	1959-10-14	NA	"M"	"FRANCAISE"	"GAP"	"HAUTES ALPES"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0267339"	NA	"PA267339"	"WEBER"	"GERARD"	1948-11-18	2016-11-18	"M"	"FRANCAISE"	"ORLEANSVILLE"	NA	"ALGERIE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"ASN_0267340"	NA	"PA267340"	"DARNAUD"	"MATHIEU"	1975-07-11	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000944"	"944"	"PA267350"	"FRANCO"	"ARLETTE"	1939-10-01	2010-04-01	"F"	"FRANCAISE"	"PERPIGNAN"	"PYRENEES ORIENTALES"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000951"	"951"	"PA267355"	"HERTH"	"ANTOINE"	1963-02-14	NA	"M"	"FRANCAISE"	"SELESTAT"	"BAS RHIN"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_0000957"	"957"	"PA267358"	"CHRIST"	"JEAN LOUIS"	1951-01-24	NA	"M"	"FRANCAISE"	"RIBEAUVILLE"	"HAUT RHIN"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0027696"	"27696"	"PA267366"	"DIAT"	"ROBERT"	1955-11-20	NA	"M"	"FRANCAISE"	"NANTES"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0001069"	"1069"	"PA267378"	"LEVY"	"GENEVIEVE"	1948-02-24	NA	"F"	"FRANCAISE"	"MARSEILLE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0163113"	"163113"	"PA267382"	"CALMEJANE"	"PATRICE"	1960-02-06	NA	"M"	"FRANCAISE"	"MONTREUIL"	"SEINE SAINT DENIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000813"	"813"	"PA267386"	"AUDIFAX"	"BERTHO"	1946-03-05	NA	"M"	"FRANCAISE"	"SAINT BENOIT"	"LA REUNION"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0267395"	NA	"PA267395"	"SCHURCH"	"MIREILLE"	1949-01-04	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000747"	"747"	"PA267399"	"JOISSAINS MASINI"	"MARYSE"	1942-08-15	NA	"F"	"FRANCAISE"	"TOULON"	"VAR"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000727"	"727"	"PA267402"	"LE BRETHON"	"BRIGITTE"	1951-03-08	NA	"F"	"FRANCAISE"	"CAMPEAUX"	"CALVADOS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000709"	"709"	"PA267407"	"GIACOBBI"	"PAUL"	1957-06-04	NA	"M"	"FRANCAISE"	"COURBEVOIE"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000655"	"655"	"PA267416"	"REGERE"	"JEAN FRANCOIS"	1947-07-31	NA	"M"	"FRANCAISE"	"TALAIS"	"GIRONDE"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_0000647"	"647"	"PA267419"	"DES ESGAULX"	"MARIE HELENE"	1950-05-26	NA	"F"	"FRANCAISE"	"DAX"	"LANDES"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000637"	"637"	"PA267424"	"GARRAUD"	"JEAN PAUL"	1956-02-27	NA	"M"	"FRANCAISE"	"TOULOUSE"	"HAUTE GARONNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0982200"	"982200"	"PA267427"	"MENAGE"	"PASCAL"	1960-05-21	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000590"	"590"	"PA267429"	"CINIERI"	"DINO"	1955-07-09	NA	"M"	"FRANCAISE"	"FIRMINY"	"LOIRE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000875"	"875"	"PA267433"	"BOURDOULEIX"	"GILLES"	1960-04-15	NA	"M"	"FRANCAISE"	"ANGERS"	"MAINE ET LOIRE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000745"	"745"	"PA267440"	"DIARD"	"ERIC"	1965-07-21	NA	"M"	"FRANCAISE"	"MARSEILLE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000737"	"737"	"PA267443"	"CHASSAIN"	"ROLAND"	1947-02-05	NA	"M"	"FRANCAISE"	"AURILLAC"	"CANTAL"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0000426"	"426"	"PA267450"	"DELATTE"	"REMI"	1956-06-09	NA	"M"	"FRANCAISE"	"DIJON"	"COTE D OR"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"ASN_0267456"	NA	"PA267456"	"CUGNENC"	"PAUL HENRI"	1946-06-01	2007-07-03	"M"	"FRANCAISE"	"THEZAN LES BEZIERS"	"HERAULT"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0088257"	"88257"	"PA267457"	"ABOUD"	"ELIE"	1959-10-12	NA	"M"	"FRANCAISE"	"BEYROUTH"	NA	"LIBAN"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000634"	"634"	"PA267459"	"GREFF"	"CLAUDE"	1954-06-02	NA	"F"	"FRANCAISE"	"BRIEY"	"MEURTHE ET MOSELLE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0046683"	"46683"	"PA267460"	"LANCELIN"	"RAYMOND"	1944-03-15	NA	"M"	"FRANCAISE"	"LES HERMITES"	"INDRE ET LOIRE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000874"	"874"	"PA267469"	"PIRON"	"MICHEL"	1943-03-15	NA	"M"	"FRANCAISE"	"SAUMUR"	"MAINE ET LOIRE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0000643"	"643"	"PA267479"	"MESQUIDA"	"KLEBER"	1945-08-03	NA	"M"	"FRANCAISE"	"DOUAOUDA"	NA	"ALGERIE"	NA	"CADRES D ENTREPRISE"
"RNE_0000860"	"860"	"PA267487"	"FALALA"	"FRANCIS"	1955-02-02	NA	"M"	"FRANCAISE"	"REIMS"	"MARNE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0003307"	"3307"	"PA267492"	"CANDELIER"	"JEAN JACQUES"	1945-03-07	NA	"M"	"FRANCAISE"	"BUGNICOURT"	"NORD"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0045191"	"45191"	"PA267499"	"GUILLOTEAU"	"CHRISTOPHE"	1958-06-18	NA	"M"	"FRANCAISE"	"LYON"	"RHONE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001121"	"1121"	"PA2675"	"SANTINI"	"ANDRE"	1940-10-20	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001070"	"1070"	"PA267506"	"VITEL"	"PHILIPPE"	1955-02-22	NA	"M"	"FRANCAISE"	"TOULON"	"VAR"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0164839"	"164839"	"PA267509"	"CORTADE"	"ALAIN"	1942-03-07	NA	"M"	"FRANCAISE"	"MARRAKECH"	NA	"MAROC"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0025093"	"25093"	"PA267512"	"MARC"	"ALAIN"	1957-01-29	NA	"M"	"FRANCAISE"	"PARIS XIV "	NA	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000660"	"660"	"PA267519"	"LACHAUD"	"YVAN"	1954-03-04	NA	"M"	"FRANCAISE"	"NIMES"	"GARD"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0000984"	"984"	"PA267522"	"JUILLOT"	"DOMINIQUE"	1954-05-09	NA	"M"	"FRANCAISE"	"SAINT REMY"	"SAONE ET LOIRE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0000996"	"996"	"PA267527"	"SADDIER"	"MARTIAL"	1969-10-15	NA	"M"	"FRANCAISE"	"BONNEVILLE"	"HAUTE SAVOIE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000998"	"998"	"PA267532"	"FRANCINA"	"MARC"	1948-02-02	NA	"M"	"FRANCAISE"	"EVIAN LES BAINS"	"HAUTE SAVOIE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0041860"	"41860"	"PA267534"	"PANE"	"LUCE"	1955-09-28	NA	"F"	"FRANCAISE"	"LILLEBONNE"	"SEINE MARITIME"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000696"	"696"	"PA267542"	"OGET"	"MARIE RENEE"	1945-01-26	NA	"F"	"FRANCAISE"	"ROSTRENEN"	"COTES D ARMOR"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0618160"	"618160"	"PA267545"	"BRANGET"	"FRANCOISE"	1953-08-08	NA	"F"	"FRANCAISE"	"CHALON SUR SAONE"	"SAONE ET LOIRE"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_0857403"	"857403"	"PA267549"	"CHAPUSOT"	"PATRICIA"	1946-04-12	NA	"F"	"FRANCAISE"	"NANCY"	"MEURTHE ET MOSELLE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0218999"	"218999"	"PA267551"	"LAMBLIN"	"JACQUES"	1952-08-29	NA	"M"	"FRANCAISE"	"NANCY"	"MEURTHE ET MOSELLE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000850"	"850"	"PA267553"	"MORANO"	"NADINE"	1963-11-06	NA	"F"	"FRANCAISE"	"NANCY"	"MEURTHE ET MOSELLE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000835"	"835"	"PA267556"	"MARTY"	"ALAIN"	1946-03-07	NA	"M"	"FRANCAISE"	"CASTELNAUDARY"	"AUDE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001067"	"1067"	"PA267561"	"BAREGES"	"BRIGITTE"	1953-05-01	NA	"F"	"FRANCAISE"	"TOULOUSE"	"HAUTE GARONNE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001098"	"1098"	"PA267570"	"ROLLAND"	"JEAN MARIE"	1950-09-25	NA	"M"	"FRANCAISE"	"ALGER"	NA	"ALGERIE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000706"	"706"	"PA267573"	"RENUCCI"	"SIMON"	1945-03-29	NA	"M"	"FRANCAISE"	"COZZANO"	"CORSE SUD"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000684"	"684"	"PA267576"	"BONNOT"	"MARCEL"	1946-05-24	NA	"M"	"FRANCAISE"	"REMONDANS"	"DOUBS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000821"	"821"	"PA267585"	"VERCAMER"	"FRANCIS"	1958-05-10	NA	"M"	"FRANCAISE"	"LILLE"	"NORD"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1192007"	"1192007"	"PA267591"	"FENECH"	"GEORGES"	1954-10-26	NA	"M"	"FRANCAISE"	"SOUSSE"	NA	"TUNISIE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001074"	"1074"	"PA267598"	"PONS"	"JOSETTE"	1947-12-12	NA	"F"	"FRANCAISE"	"SAINT CYR SUR MER"	"VAR"	"FRANCE"	NA	NA
"RNE_0001042"	"1042"	"PA267605"	"PECRESSE"	"VALERIE"	1967-07-14	NA	"F"	"FRANCAISE"	"NEUILLY SUR SEINE"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0055993"	"55993"	"PA267606"	"VANDEWALLE"	"YVES"	1950-06-05	NA	"M"	"FRANCAISE"	"FRIBOURG"	NA	"ALLEMAGNE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001102"	"1102"	"PA267622"	"VALLS"	"MANUEL"	1962-08-13	NA	"M"	"FRANCAISE"	"BARCELONE "	NA	"ESPAGNE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0870155"	"870155"	"PA267623"	"DA SILVA"	"CARLOS"	1974-11-16	NA	"M"	"FRANCAISE"	"CORBEIL ESSONNES"	"ESSONNE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0001105"	"1105"	"PA267628"	"KOSCIUSKO MORIZET"	"NATHALIE"	1973-05-14	NA	"F"	"FRANCAISE"	"PARIS 15EME"	"PARIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0267638"	NA	"PA267638"	"BOBE"	"JACQUES"	1936-01-01	2017-10-18	"M"	"FRANCAISE"	"TOUZAC"	"CHARENTE"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_0000723"	"723"	"PA267641"	"COSYNS"	"LOUIS"	1952-09-29	NA	"M"	"FRANCAISE"	"SAINT AMAND MONTROND"	"CHER"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_0000711"	"711"	"PA267644"	"DARCIAUX"	"CLAUDE"	1942-10-18	NA	"F"	"FRANCAISE"	"BESANCON"	"DOUBS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000661"	"661"	"PA267647"	"MOURRUT"	"ETIENNE"	1939-12-04	2014-10-19	"M"	"FRANCAISE"	"LE GRAU DU ROI"	"GARD"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_0000662"	"662"	"PA267650"	"ROUBAUD"	"JEAN MARC"	1951-06-18	NA	"M"	"FRANCAISE"	"ALGER"	NA	"ALGERIE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0980303"	"980303"	"PA267655"	"HUGON"	"JEAN YVES"	1949-05-16	NA	"M"	"FRANCAISE"	"AURILLAC"	"CANTAL"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000622"	"622"	"PA267662"	"REMILLER"	"JACQUES"	1941-04-13	NA	"M"	"FRANCAISE"	"CONDRIEU"	"RHONE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0001065"	"1065"	"PA267673"	"FOLLIOT"	"PHILIPPE"	1963-07-14	NA	"M"	"FRANCAISE"	"ALBI"	"TARN"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0098147"	"98147"	"PA267680"	"GINESY"	"CHARLES ANGE"	1956-05-14	NA	"M"	"FRANCAISE"	"NICE"	"ALPES MARITIMES"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0000725"	"725"	"PA267686"	"SOULIER"	"FREDERIC"	1965-12-08	NA	"M"	"FRANCAISE"	"BRIVE LA GAILLARDE"	"CORREZE"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_0000707"	"707"	"PA267689"	"DE ROCCA SERRA"	"CAMILLE"	1954-05-21	NA	"M"	"FRANCAISE"	"PORTO VECCHIO"	"CORSE SUD"	"FRANCE"	NA	NA
"RNE_0000678"	"678"	"PA267695"	"ADAM"	"PATRICIA"	1953-04-15	NA	"F"	"FRANCAISE"	"SAINT CLOUD"	"HAUTS DE SEINE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0000679"	"679"	"PA267698"	"LAMOUR"	"MARGUERITE"	1956-06-12	NA	"F"	"FRANCAISE"	"PLOUDALMEZEAU"	"FINISTERE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0000635"	"635"	"PA267705"	"TOURTELIER"	"PHILIPPE"	1948-07-29	NA	"M"	"FRANCAISE"	"SAFFRE"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
